1.3527 	WARNING 	Movie2 stim could not be imported and won't be available
69.4988 	EXP 	grating: color = '[ 0.00794328  0.00794328  0.00794328] (rgb)'
69.4988 	EXP 	grating: pos = array([-5.,  0.])
69.4988 	EXP 	grating: sf = array([ 2.,  2.])
69.4989 	EXP 	window1: recordFrameIntervals = False
69.7657 	EXP 	fixation: autoDraw = True
70.0060 	EXP 	grating: autoDraw = True
70.1395 	EXP 	grating: autoDraw = False
70.2464 	DATA 	Keypress: right
70.2474 	EXP 	window1: recordFrameIntervals = False
70.2596 	EXP 	grating: autoDraw = False
70.2596 	EXP 	fixation: autoDraw = False
70.2596 	EXP 	grating: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
70.2596 	EXP 	grating: pos = array([ 5.,  0.])
70.2596 	EXP 	grating: sf = array([ 8.,  8.])
70.2597 	EXP 	window1: recordFrameIntervals = False
70.5132 	EXP 	fixation: autoDraw = True
70.7668 	EXP 	grating: autoDraw = True
70.9003 	EXP 	grating: autoDraw = False
71.3943 	DATA 	Keypress: right
71.3953 	EXP 	window1: recordFrameIntervals = False
71.4075 	EXP 	grating: autoDraw = False
71.4075 	EXP 	fixation: autoDraw = False
71.4075 	EXP 	grating: color = '[ 0.01  0.01  0.01] (rgb)'
71.4075 	EXP 	grating: pos = array([ 5.,  0.])
71.4075 	EXP 	grating: sf = array([ 2.,  2.])
71.4075 	EXP 	window1: recordFrameIntervals = False
71.6744 	EXP 	fixation: autoDraw = True
71.9147 	EXP 	grating: autoDraw = True
72.0482 	EXP 	grating: autoDraw = False
72.4353 	DATA 	Keypress: right
72.4364 	EXP 	window1: recordFrameIntervals = False
72.4486 	EXP 	grating: autoDraw = False
72.4486 	EXP 	fixation: autoDraw = False
72.4486 	EXP 	grating: color = '[ 0.02511886  0.02511886  0.02511886] (rgb)'
72.4486 	EXP 	grating: pos = array([ 5.,  0.])
72.4486 	EXP 	grating: sf = array([ 8.,  8.])
72.4486 	EXP 	window1: recordFrameIntervals = False
72.7155 	EXP 	fixation: autoDraw = True
72.9558 	EXP 	grating: autoDraw = True
73.0893 	EXP 	grating: autoDraw = False
73.2896 	DATA 	Keypress: right
73.2906 	EXP 	window1: recordFrameIntervals = False
73.3028 	EXP 	grating: autoDraw = False
73.3028 	EXP 	fixation: autoDraw = False
73.3028 	EXP 	grating: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
73.3028 	EXP 	grating: pos = array([-5.,  0.])
73.3028 	EXP 	grating: sf = array([ 2.,  2.])
73.3029 	EXP 	window1: recordFrameIntervals = False
73.5698 	EXP 	fixation: autoDraw = True
73.8100 	EXP 	grating: autoDraw = True
73.9435 	EXP 	grating: autoDraw = False
74.2906 	DATA 	Keypress: right
74.2917 	EXP 	window1: recordFrameIntervals = False
74.3038 	EXP 	grating: autoDraw = False
74.3038 	EXP 	fixation: autoDraw = False
74.3038 	EXP 	grating: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
74.3038 	EXP 	grating: pos = array([-5.,  0.])
74.3038 	EXP 	grating: sf = array([ 8.,  8.])
74.3039 	EXP 	window1: recordFrameIntervals = False
74.5708 	EXP 	fixation: autoDraw = True
74.8110 	EXP 	grating: autoDraw = True
74.9445 	EXP 	grating: autoDraw = False
75.4118 	DATA 	Keypress: left
75.4129 	EXP 	window1: recordFrameIntervals = False
75.4250 	EXP 	grating: autoDraw = False
75.4250 	EXP 	fixation: autoDraw = False
75.4250 	EXP 	grating: color = '[ 0.02511886  0.02511886  0.02511886] (rgb)'
75.4250 	EXP 	grating: pos = array([ 5.,  0.])
75.4250 	EXP 	grating: sf = array([ 8.,  8.])
75.4251 	EXP 	window1: recordFrameIntervals = False
75.6786 	EXP 	fixation: autoDraw = True
75.9322 	EXP 	grating: autoDraw = True
76.0657 	EXP 	grating: autoDraw = False
76.1193 	DATA 	Keypress: left
76.1203 	EXP 	window1: recordFrameIntervals = False
76.1324 	EXP 	grating: autoDraw = False
76.1324 	EXP 	fixation: autoDraw = False
76.1324 	EXP 	grating: color = '[ 0.01  0.01  0.01] (rgb)'
76.1324 	EXP 	grating: pos = array([ 5.,  0.])
76.1324 	EXP 	grating: sf = array([ 2.,  2.])
76.1325 	EXP 	window1: recordFrameIntervals = False
76.3994 	EXP 	fixation: autoDraw = True
76.6396 	EXP 	grating: autoDraw = True
76.7731 	EXP 	grating: autoDraw = False
77.1470 	DATA 	Keypress: left
77.1480 	EXP 	window1: recordFrameIntervals = False
77.1602 	EXP 	grating: autoDraw = False
77.1602 	EXP 	fixation: autoDraw = False
77.1602 	EXP 	grating: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
77.1602 	EXP 	grating: pos = array([-5.,  0.])
77.1602 	EXP 	grating: sf = array([ 8.,  8.])
77.1602 	EXP 	window1: recordFrameIntervals = False
77.4271 	EXP 	fixation: autoDraw = True
77.6673 	EXP 	grating: autoDraw = True
77.8009 	EXP 	grating: autoDraw = False
78.0413 	DATA 	Keypress: right
78.0423 	EXP 	window1: recordFrameIntervals = False
78.0545 	EXP 	grating: autoDraw = False
78.0545 	EXP 	fixation: autoDraw = False
78.0545 	EXP 	grating: color = '[ 0.00501187  0.00501187  0.00501187] (rgb)'
78.0545 	EXP 	grating: pos = array([-5.,  0.])
78.0545 	EXP 	grating: sf = array([ 2.,  2.])
78.0546 	EXP 	window1: recordFrameIntervals = False
78.3080 	EXP 	fixation: autoDraw = True
78.5617 	EXP 	grating: autoDraw = True
78.6951 	EXP 	grating: autoDraw = False
79.1491 	DATA 	Keypress: right
79.1501 	EXP 	window1: recordFrameIntervals = False
