1.4141 	WARNING 	Movie2 stim could not be imported and won't be available
72.3077 	EXP 	fixation: autoDraw = True
72.8164 	EXP 	gabor: autoDraw = True
73.1487 	DATA 	Keypress: up
73.1619 	EXP 	fixation: autoDraw = False
73.1619 	EXP 	gabor: autoDraw = False
73.1619 	EXP 	gabor: color = '[ 0.06309573  0.06309573  0.06309573] (rgb)'
73.1619 	EXP 	fixation: autoDraw = True
73.6690 	EXP 	gabor: autoDraw = True
73.9789 	DATA 	Keypress: up
73.9894 	EXP 	fixation: autoDraw = False
73.9894 	EXP 	gabor: autoDraw = False
73.9894 	EXP 	gabor: color = '[ 0.02511886  0.02511886  0.02511886] (rgb)'
73.9894 	EXP 	fixation: autoDraw = True
74.4966 	EXP 	gabor: autoDraw = True
74.9506 	DATA 	Keypress: up
74.9638 	EXP 	fixation: autoDraw = False
74.9638 	EXP 	gabor: autoDraw = False
74.9638 	EXP 	gabor: color = '[ 0.02511886  0.02511886  0.02511886] (rgb)'
74.9638 	EXP 	fixation: autoDraw = True
75.4711 	EXP 	gabor: autoDraw = True
75.8048 	DATA 	Keypress: up
75.8180 	EXP 	fixation: autoDraw = False
75.8180 	EXP 	gabor: autoDraw = False
75.8180 	EXP 	gabor: color = '[ 0.02511886  0.02511886  0.02511886] (rgb)'
75.8180 	EXP 	fixation: autoDraw = True
76.3252 	EXP 	gabor: autoDraw = True
76.7658 	DATA 	Keypress: up
76.7790 	EXP 	fixation: autoDraw = False
76.7790 	EXP 	gabor: autoDraw = False
76.7790 	EXP 	gabor: color = '[ 0.01  0.01  0.01] (rgb)'
76.7790 	EXP 	fixation: autoDraw = True
77.2862 	EXP 	gabor: autoDraw = True
77.7537 	DATA 	Keypress: up
77.7667 	EXP 	fixation: autoDraw = False
77.7667 	EXP 	gabor: autoDraw = False
77.7667 	EXP 	gabor: color = '[ 0.01  0.01  0.01] (rgb)'
77.7667 	EXP 	fixation: autoDraw = True
78.2739 	EXP 	gabor: autoDraw = True
78.7012 	DATA 	Keypress: up
78.7144 	EXP 	fixation: autoDraw = False
78.7144 	EXP 	gabor: autoDraw = False
78.7144 	EXP 	gabor: color = '[ 0.01  0.01  0.01] (rgb)'
78.7144 	EXP 	fixation: autoDraw = True
79.2082 	EXP 	gabor: autoDraw = True
79.7154 	EXP 	fixation: autoDraw = False
79.7154 	EXP 	gabor: autoDraw = False
79.7690 	DATA 	Keypress: up
79.7822 	EXP 	fixation: autoDraw = False
79.7822 	EXP 	gabor: autoDraw = False
79.7822 	EXP 	gabor: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
79.7822 	EXP 	fixation: autoDraw = True
80.2894 	EXP 	gabor: autoDraw = True
80.7832 	EXP 	fixation: autoDraw = False
80.7832 	EXP 	gabor: autoDraw = False
80.8902 	DATA 	Keypress: up
80.9063 	EXP 	fixation: autoDraw = False
80.9063 	EXP 	gabor: autoDraw = False
80.9063 	EXP 	gabor: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
80.9063 	EXP 	fixation: autoDraw = True
81.4105 	EXP 	gabor: autoDraw = True
81.9045 	EXP 	fixation: autoDraw = False
81.9045 	EXP 	gabor: autoDraw = False
81.9846 	DATA 	Keypress: up
81.9978 	EXP 	fixation: autoDraw = False
81.9978 	EXP 	gabor: autoDraw = False
81.9978 	EXP 	gabor: color = '[ 0.00398107  0.00398107  0.00398107] (rgb)'
81.9978 	EXP 	fixation: autoDraw = True
82.5051 	EXP 	gabor: autoDraw = True
82.9989 	EXP 	fixation: autoDraw = False
82.9989 	EXP 	gabor: autoDraw = False
83.1459 	DATA 	Keypress: up
83.1607 	EXP 	fixation: autoDraw = False
83.1607 	EXP 	gabor: autoDraw = False
83.1607 	EXP 	gabor: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
83.1607 	EXP 	fixation: autoDraw = True
83.6662 	EXP 	gabor: autoDraw = True
84.1602 	EXP 	fixation: autoDraw = False
84.1602 	EXP 	gabor: autoDraw = False
84.3478 	DATA 	Keypress: up
84.3603 	EXP 	fixation: autoDraw = False
84.3603 	EXP 	gabor: autoDraw = False
84.3603 	EXP 	gabor: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
84.3603 	EXP 	fixation: autoDraw = True
84.8675 	EXP 	gabor: autoDraw = True
85.3614 	EXP 	fixation: autoDraw = False
85.3614 	EXP 	gabor: autoDraw = False
85.7486 	DATA 	Keypress: up
85.7618 	EXP 	fixation: autoDraw = False
85.7618 	EXP 	gabor: autoDraw = False
85.7618 	EXP 	gabor: color = '[ 0.00158489  0.00158489  0.00158489] (rgb)'
85.7618 	EXP 	fixation: autoDraw = True
86.2690 	EXP 	gabor: autoDraw = True
86.7629 	EXP 	fixation: autoDraw = False
86.7629 	EXP 	gabor: autoDraw = False
86.9099 	DATA 	Keypress: up
86.9231 	EXP 	fixation: autoDraw = False
86.9231 	EXP 	gabor: autoDraw = False
86.9231 	EXP 	gabor: color = '[ 0.00063096  0.00063096  0.00063096] (rgb)'
